rannum,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,attendance,arena_temp,avgnoisedb,From: shot_made_flag,Into: shot_made_flag,Predicted Probability: shot_made_flag=0,Predicted Probability: shot_made_flag=1
25486,Jump Shot,Jump Shot,262,29900571,33.8693,-128,175,-118.3978,4,3,0,,53,21,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/22/2000,LAL vs. POR,POR,25482,16757,71,97.17,1,0,0.559531546,0.440468454
25509,Dunk Shot,Dunk,402,29900582,34.0443,0,0,-118.2698,8,4,0,,31,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/24/2000,LAL @ UTA,UTA,25501,15077,73,96.7,1,1,0.232583639,0.767416362
25510,Driving Layup Shot,Layup,426,29900582,34.0443,0,0,-118.2698,5,4,0,,0,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,1/24/2000,LAL @ UTA,UTA,25504,15077,73,96.7,1,1,0.243046422,0.756953578
25524,Jump Shot,Jump Shot,65,29900611,34.0283,-171,16,-118.4408,4,1,0,,21,17,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/28/2000,LAL vs. MIL,MIL,25515,15702,72,94.68,1,0,0.724691692,0.275308308
25525,Jump Shot,Jump Shot,172,29900611,33.8733,108,171,-118.1618,5,2,0,,56,20,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/28/2000,LAL vs. MIL,MIL,25518,15702,72,94.68,1,0,0.632432439,0.367567561
25544,Jump Shot,Jump Shot,45,29900624,33.8883,117,156,-118.1528,7,1,0,,45,19,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,1/30/2000,LAL @ HOU,HOU,25528,13831,65,92.27,1,0,0.702130809,0.297869191
25545,Jump Shot,Jump Shot,176,29900624,33.9253,-100,119,-118.3698,6,2,0,,47,15,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/30/2000,LAL @ HOU,HOU,25533,13831,65,92.27,1,0,0.821243847,0.178756153
25546,Jump Shot,Jump Shot,387,29900624,33.9933,-87,51,-118.3568,10,4,0,,3,10,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/30/2000,LAL @ HOU,HOU,25543,13831,65,92.27,1,0,0.848655126,0.151344874
25547,Jump Shot,Jump Shot,469,29900624,34.0443,-100,0,-118.3698,2,4,0,,28,10,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,1/30/2000,LAL @ HOU,HOU,25548,13831,65,92.27,1,0,0.855642518,0.144357482
25569,Jump Shot,Jump Shot,40,29900658,34.0493,143,-5,-118.1268,7,1,0,,32,14,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2/4/2000,LAL vs. UTA,UTA,25564,15265,70,95.56,1,0,0.648757514,0.351242486
25586,Driving Layup Shot,Layup,24,29900680,34.0443,0,0,-118.2698,8,1,0,,58,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/7/2000,LAL vs. DEN,DEN,25572,16636,70,95.79,1,1,0.147668335,0.852331665
25587,Jump Shot,Jump Shot,196,29900680,33.8203,-132,224,-118.4018,5,2,0,,25,26,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2/7/2000,LAL vs. DEN,DEN,25576,16636,70,95.79,1,0,0.604402005,0.395597996
25588,Tip Shot,Tip Shot,200,29900680,34.0443,0,0,-118.2698,5,2,0,,15,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/7/2000,LAL vs. DEN,DEN,25577,16636,70,95.79,1,0,0.604628582,0.395371418
25589,Jump Shot,Jump Shot,396,29900680,33.8023,-104,242,-118.3738,9,4,0,,27,26,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2/7/2000,LAL vs. DEN,DEN,25587,16636,70,95.79,1,0,0.62030744,0.37969256
25590,Jump Shot,Jump Shot,451,29900680,33.9293,-14,115,-118.2838,1,4,0,,39,11,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2/7/2000,LAL vs. DEN,DEN,25591,16636,70,95.79,1,0,0.599995591,0.400004409
25606,Jump Shot,Jump Shot,76,29900698,34.0233,-81,21,-118.3508,3,1,0,,37,8,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2/9/2000,LAL vs. MIN,MIN,25596,16518,72,95.81,1,0,0.668350116,0.331649884
25607,Jump Shot,Jump Shot,209,29900698,33.9743,40,70,-118.2298,5,2,0,,29,8,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2/9/2000,LAL vs. MIN,MIN,25598,16518,72,95.81,1,0,0.553807439,0.446192562
25619,Jump Shot,Jump Shot,278,29900708,33.8263,-128,218,-118.3978,4,3,0,,20,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2/15/2000,LAL @ CHI,CHI,25617,15731,74,95.97,1,0,0.638116157,0.361883843
25620,Dunk Shot,Dunk,284,29900708,34.0443,0,0,-118.2698,3,3,0,,42,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/15/2000,LAL @ CHI,CHI,25618,15731,74,95.97,1,1,0.203114776,0.796885224
25621,Jump Shot,Jump Shot,310,29900708,33.9553,70,89,-118.1998,0,3,0,,43,11,,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2/15/2000,LAL @ CHI,CHI,25620,15731,74,95.97,1,0,0.634797532,0.365202469
25635,Jump Shot,Jump Shot,5,29900718,33.8243,61,220,-118.2088,11,1,0,,22,22,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/16/2000,LAL @ CHH,CHA,25623,15575,71,94.44,1,0,0.611152105,0.388847896
25636,Jump Shot,Jump Shot,147,29900718,34.0493,-147,-5,-118.4168,7,2,0,,34,14,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2/16/2000,LAL @ CHH,CHA,25626,15575,71,94.44,1,0,0.759455863,0.240544137
25637,Jump Shot,Jump Shot,163,29900718,34.0003,128,44,-118.1418,6,2,0,,23,13,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2/16/2000,LAL @ CHH,CHA,25628,15575,71,94.44,1,0,0.726230574,0.273769426
25638,Layup Shot,Layup,314,29900718,34.0443,0,0,-118.2698,1,3,0,,48,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/16/2000,LAL @ CHH,CHA,25633,15575,71,94.44,1,0,0.675862119,0.324137881
25639,Jump Shot,Jump Shot,384,29900718,33.8753,-126,169,-118.3958,7,4,0,,18,21,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/16/2000,LAL @ CHH,CHA,25637,15575,71,94.44,1,0,0.694904475,0.305095525
25649,Jump Shot,Jump Shot,114,29900729,34.0263,40,18,-118.2298,11,2,0,,7,4,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2/18/2000,LAL @ ORL,ORL,25644,14069,72,96.24,1,0,0.786454488,0.213545512
25663,Jump Shot,Jump Shot,428,29900743,33.9593,162,85,-118.1078,4,4,0,,29,18,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/20/2000,LAL @ PHI,PHI,25662,14352,69,93.77,1,0,0.743245366,0.256754634
25664,Layup Shot,Layup,433,29900743,34.0393,-12,5,-118.2818,3,4,0,,53,1,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/20/2000,LAL @ PHI,PHI,25663,14352,69,93.77,1,0,0.712020605,0.287979395
25682,Running Jump Shot,Jump Shot,261,29900758,33.9813,44,63,-118.2258,8,3,0,,2,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2/22/2000,LAL @ NJN,NJN,25673,15677,67,91.1,1,1,0.366846727,0.633153273
25683,Jump Shot,Jump Shot,337,29900758,33.9383,149,106,-118.1208,0,3,0,,39,18,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/22/2000,LAL @ NJN,NJN,25678,15677,67,91.1,1,0,0.759228538,0.240771462
25684,Jump Shot,Jump Shot,477,29900758,33.8453,59,199,-118.2108,0,4,0,,8,20,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/22/2000,LAL @ NJN,NJN,25685,15677,67,91.1,1,0,0.757577997,0.242422003
25704,Jump Shot,Jump Shot,75,29900768,34.0323,48,12,-118.2218,3,1,0,,44,4,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2/23/2000,LAL @ CLE,CLE,25691,15450,72,94.71,1,0,0.716074916,0.283925084
25705,Jump Shot,Jump Shot,412,29900768,33.9013,55,143,-118.2148,4,4,0,,6,15,,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2/23/2000,LAL @ CLE,CLE,25706,15450,72,94.71,1,0,0.719648515,0.280351485
25706,Jump Shot,Jump Shot,475,29900768,33.9403,-59,104,-118.3288,0,4,0,,5,11,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2/23/2000,LAL @ CLE,CLE,25707,15450,72,94.71,1,0,0.701252259,0.298747741
25734,Jump Shot,Jump Shot,28,29900800,33.8563,-104,188,-118.3738,8,1,0,,49,21,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/27/2000,LAL vs. HOU,HOU,25723,16652,71,94.69,1,0,0.511211639,0.488788361
25735,Jump Shot,Jump Shot,51,29900800,33.8283,132,216,-118.1378,5,1,0,,45,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2/27/2000,LAL vs. HOU,HOU,25725,16652,71,94.69,1,0,0.54174996,0.45825004
25736,Driving Layup Shot,Layup,350,29900800,34.0443,0,0,-118.2698,11,4,0,,6,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/27/2000,LAL vs. HOU,HOU,25735,16652,71,94.69,1,1,0.182822084,0.817177916
25747,Jump Shot,Jump Shot,188,29900816,34.0583,-143,-14,-118.4128,2,2,0,,26,14,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2/29/2000,LAL @ POR,POR,25740,14974,67,95.5,1,0,0.774782254,0.225217746
25767,Jump Shot,Jump Shot,242,29900821,33.9293,136,115,-118.1338,10,3,0,,25,17,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/1/2000,LAL vs. VAN,VAN,25759,14891,71,95.31,1,0,0.6854195,0.3145805
25768,Running Jump Shot,Jump Shot,286,29900821,34.0173,-85,27,-118.3548,5,3,0,,58,8,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/1/2000,LAL vs. VAN,VAN,25761,14891,71,95.31,1,1,0.343681747,0.656318253
25769,Jump Shot,Jump Shot,469,29900821,33.8223,-134,222,-118.4038,0,4,0,,52,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/1/2000,LAL vs. VAN,VAN,25769,14891,71,95.31,1,0,0.759824406,0.240175594
25783,Jump Shot,Jump Shot,53,29900835,33.9443,35,100,-118.2348,5,1,0,,25,10,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,3/3/2000,LAL vs. IND,IND,25774,14873,68,100.95,1,0,0.65162302,0.348376981
25784,Driving Layup Shot,Layup,229,29900835,34.0443,0,0,-118.2698,1,2,0,,56,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/3/2000,LAL vs. IND,IND,25779,14873,68,100.95,1,1,0.246239095,0.753760905
25785,Jump Shot,Jump Shot,292,29900835,33.8883,93,156,-118.1768,8,3,0,,9,18,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/3/2000,LAL vs. IND,IND,25781,14873,68,100.95,1,0,0.671722874,0.328277126
25786,Driving Dunk Shot,Dunk,441,29900835,34.0443,0,0,-118.2698,6,4,0,,1,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/3/2000,LAL vs. IND,IND,25784,14873,68,100.95,1,1,0.033586023,0.966413977
25797,Slam Dunk Shot,Dunk,103,29900849,34.0443,0,0,-118.2698,0,1,0,,0,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/5/2000,LAL vs. MIA,MIA,25790,15355,73,93.43,1,1,0.014622268,0.985377732
25798,Jump Shot,Jump Shot,430,29900849,33.8733,-6,171,-118.2758,6,4,0,,13,17,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/5/2000,LAL vs. MIA,MIA,25796,15355,73,93.43,1,0,0.625131501,0.374868499
25829,Jump Shot,Jump Shot,78,29900878,34.0543,154,-10,-118.1158,3,1,0,,41,15,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/9/2000,LAL @ GSW,GSW,25816,15022,68,94.97,1,0,0.737679784,0.262320217
25851,Jump Shot,Jump Shot,388,29900901,33.9513,-27,93,-118.2968,8,4,0,,4,9,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,3/12/2000,LAL vs. SAC,SAC,25847,17033,73,96.18,1,0,0.60110301,0.398896991
25852,Jump Shot,Jump Shot,416,29900901,33.9723,-21,72,-118.2908,5,4,0,,43,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,3/12/2000,LAL vs. SAC,SAC,25850,17033,73,96.18,1,0,0.686123008,0.313876992
25853,Running Jump Shot,Jump Shot,441,29900901,33.9893,-27,55,-118.2968,3,4,0,,11,6,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,3/12/2000,LAL vs. SAC,SAC,25852,17033,73,96.18,1,1,0.250969806,0.749030194
25869,Jump Shot,Jump Shot,30,29900906,34.0133,226,31,-118.0438,8,1,0,,12,22,,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,3/13/2000,LAL @ DEN,DEN,25856,14779,67,95.72,1,0,0.638588461,0.361411539
25870,Jump Shot,Jump Shot,258,29900906,33.8543,-42,190,-118.3118,9,3,0,,21,19,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/13/2000,LAL @ DEN,DEN,25866,14779,67,95.72,1,0,0.63926585,0.36073415
25871,Driving Layup Shot,Layup,301,29900906,34.0443,0,0,-118.2698,4,3,0,,44,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/13/2000,LAL @ DEN,DEN,25867,14779,67,95.72,1,1,0.241224715,0.758775285
25872,Jump Shot,Jump Shot,317,29900906,34.0133,169,31,-118.1008,3,3,0,,8,17,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/13/2000,LAL @ DEN,DEN,25868,14779,67,95.72,1,0,0.705049454,0.294950546
25873,Layup Shot,Layup,324,29900906,34.0443,0,0,-118.2698,2,3,0,,39,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/13/2000,LAL @ DEN,DEN,25869,14779,67,95.72,1,0,0.666776834,0.333223166
25882,Driving Layup Shot,Layup,29,29900923,34.0473,1,-3,-118.2688,8,1,0,,43,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/16/2000,LAL @ WAS,WAS,25877,14745,69,93.34,1,1,0.195746799,0.804253201
25883,Jump Shot,Jump Shot,75,29900923,34.0773,-143,-33,-118.4128,3,1,0,,48,14,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/16/2000,LAL @ WAS,WAS,25878,14745,69,93.34,1,0,0.727879798,0.272120202
25902,Layup Shot,Layup,135,29900934,34.0443,0,0,-118.2698,10,2,0,,21,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/17/2000,LAL @ DET,DET,25890,15541,69,98.21,1,0,0.565067027,0.434932973
25903,Dunk Shot,Dunk,324,29900934,34.0443,0,0,-118.2698,5,3,0,,22,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/17/2000,LAL @ DET,DET,25898,15541,69,98.21,1,1,0.212901219,0.787098782
25904,Jump Shot,Jump Shot,389,29900934,34.0233,156,21,-118.1138,11,4,0,,39,15,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/17/2000,LAL @ DET,DET,25899,15541,69,98.21,1,0,0.65638036,0.34361964
25925,Driving Dunk Shot,Dunk,15,29900947,34.0443,0,0,-118.2698,10,1,0,,2,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/19/2000,LAL @ NYK,NYK,25906,14707,68,90.03,1,1,0.016504043,0.983495957
25926,Driving Layup Shot,Layup,18,29900947,34.0443,0,0,-118.2698,9,1,0,,36,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/19/2000,LAL @ NYK,NYK,25907,14707,68,90.03,1,1,0.152691571,0.847308429
25927,Driving Dunk Shot,Dunk,219,29900947,34.0443,0,0,-118.2698,1,2,0,,49,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/19/2000,LAL @ NYK,NYK,25915,14707,68,90.03,1,1,0.017790097,0.982209903
25949,Driving Layup Shot,Layup,51,29900955,34.0443,0,0,-118.2698,5,1,0,,31,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/20/2000,LAL @ MIA,MIA,25932,14075,70,93.22,1,1,0.247316626,0.752683374
25950,Jump Shot,Jump Shot,122,29900955,33.9143,-169,130,-118.4388,8,2,0,,54,21,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/20/2000,LAL @ MIA,MIA,25939,14075,70,93.22,1,0,0.660181616,0.339818384
25951,Driving Layup Shot,Layup,258,29900955,34.0443,0,0,-118.2698,7,3,0,,10,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/20/2000,LAL @ MIA,MIA,25946,14075,70,93.22,1,1,0.279290875,0.720709125
25952,Driving Layup Shot,Layup,423,29900955,34.0443,0,0,-118.2698,2,4,0,,28,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/20/2000,LAL @ MIA,MIA,25951,14075,70,93.22,1,1,0.299029838,0.700970162
25965,Layup Shot,Layup,95,29900977,34.0443,0,0,-118.2698,1,1,0,,13,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/22/2000,LAL vs. GSW,GSW,25959,14736,71,94.86,1,0,0.610190136,0.389809865
25966,Jump Shot,Jump Shot,105,29900977,33.8113,78,233,-118.1918,0,1,0,,26,24,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/22/2000,LAL vs. GSW,GSW,25961,14736,71,94.86,1,0,0.626978705,0.373021295
25967,Tip Shot,Tip Shot,285,29900977,34.0443,0,0,-118.2698,8,3,0,,41,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/22/2000,LAL vs. GSW,GSW,25964,14736,71,94.86,1,0,0.631196479,0.368803521
25968,Jump Shot,Jump Shot,407,29900977,34.0473,-164,-3,-118.4338,11,4,0,,39,16,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/22/2000,LAL vs. GSW,GSW,25969,14736,71,94.86,1,0,0.678103447,0.321896553
25983,Jump Shot,Jump Shot,250,29900990,33.9513,130,93,-118.1398,9,3,0,,32,15,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/24/2000,LAL vs. PHX,PHX,25980,16761,68,97.19,1,0,0.59778634,0.40221366
25999,Jump Shot,Jump Shot,21,29901006,34.0363,-40,8,-118.3098,9,1,0,,38,4,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,3/26/2000,LAL @ SAC,SAC,25986,14961,69,94.67,1,0,0.657820232,0.342179768
26000,Jump Shot,Jump Shot,117,29901006,33.9513,74,93,-118.1958,0,1,0,,1,11,,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,3/26/2000,LAL @ SAC,SAC,25992,14961,69,94.67,1,0,0.653230306,0.346769694
26001,Jump Shot,Jump Shot,252,29901006,33.9913,59,53,-118.2108,11,3,0,,9,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,3/26/2000,LAL @ SAC,SAC,25998,14961,69,94.67,1,0,0.698800916,0.301199084
26002,Tip Shot,Tip Shot,340,29901006,34.0443,0,0,-118.2698,0,3,0,,41,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/26/2000,LAL @ SAC,SAC,26000,14961,69,94.67,1,0,0.654472677,0.345527323
26019,Jump Shot,Jump Shot,44,29901025,34.0473,-139,-3,-118.4088,5,1,0,,11,13,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/29/2000,LAL @ VAN,VAN,26006,17038,71,96.91,1,0,0.55059887,0.44940113
26020,Jump Shot,Jump Shot,56,29901025,34.0433,-44,1,-118.3138,3,1,0,,17,4,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,3/29/2000,LAL @ VAN,VAN,26009,17038,71,96.91,1,0,0.527474261,0.472525739
26021,Layup Shot,Layup,267,29901025,34.0433,-1,1,-118.2708,8,3,0,,13,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/29/2000,LAL @ VAN,VAN,26016,17038,71,96.91,1,1,0.437248087,0.562751913
26022,Slam Dunk Shot,Dunk,421,29901025,34.0473,-1,-3,-118.2708,2,4,0,,3,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/29/2000,LAL @ VAN,VAN,26023,17038,71,96.91,1,1,0.008394661,0.991605339
26044,Layup Shot,Layup,24,29901052,34.0443,0,0,-118.2698,8,1,0,,27,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,4/2/2000,LAL vs. NYK,NYK,26038,15657,68,95.85,1,0,0.523457298,0.476542702
26045,Jump Shot,Jump Shot,60,29901052,33.9683,20,76,-118.2498,4,1,0,,31,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,4/2/2000,LAL vs. NYK,NYK,26041,15657,68,95.85,1,0,0.640323395,0.359676605
26056,Jump Shot,Jump Shot,43,29901073,33.9513,81,93,-118.1888,7,1,0,,14,12,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,4/5/2000,LAL @ GSW,GSW,26050,13828,69,95.39,1,0,0.777219982,0.222780019
26057,Slam Dunk Shot,Dunk,52,29901073,34.0443,0,0,-118.2698,6,1,0,,28,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,4/5/2000,LAL @ GSW,GSW,26051,13828,69,95.39,1,1,0.021808989,0.978191011
26058,Jump Shot,Jump Shot,165,29901073,33.8863,102,158,-118.1678,7,2,0,,47,18,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/5/2000,LAL @ GSW,GSW,26057,13828,69,95.39,1,0,0.701738709,0.298261291
26059,Jump Shot,Jump Shot,356,29901073,33.7493,1,295,-118.2688,0,3,0,,0,29,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,4/5/2000,LAL @ GSW,GSW,26060,13828,69,95.39,1,0,0.786241235,0.213758766
26083,Jump Shot,Jump Shot,45,29901097,33.9293,1,115,-118.2688,6,1,0,,51,11,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,4/8/2000,LAL vs. SAS,SAS,26062,14575,71,94.33,1,0,0.61788099,0.38211901
26084,Slam Dunk Shot,Dunk,86,29901097,34.0443,0,0,-118.2698,2,1,0,,27,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,4/8/2000,LAL vs. SAS,SAS,26067,14575,71,94.33,1,1,0.016416143,0.983583857
26085,Jump Shot,Jump Shot,96,29901097,34.0543,-128,-10,-118.3978,0,1,0,,41,12,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,4/8/2000,LAL vs. SAS,SAS,26068,14575,71,94.33,1,0,0.759308918,0.240691082
26086,Jump Shot,Jump Shot,147,29901097,33.8783,63,166,-118.2068,7,2,0,,47,17,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/8/2000,LAL vs. SAS,SAS,26072,14575,71,94.33,1,0,0.622337183,0.377662817
26087,Running Jump Shot,Jump Shot,164,29901097,34.0473,100,-3,-118.1698,5,2,0,,46,10,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,4/8/2000,LAL vs. SAS,SAS,26074,14575,71,94.33,1,1,0.250134113,0.749865887
26088,Jump Shot,Jump Shot,211,29901097,33.8393,-158,205,-118.4278,2,2,0,,2,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,4/8/2000,LAL vs. SAS,SAS,26075,14575,71,94.33,1,0,0.717406645,0.282593356
